MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
-635.53705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-284.0063,120.76146,-47.80825,25.842354,-14.236509,16.972517,-2.034206,-4.247388,17.100145,-6.351113,-17.754152,-14.771398,-10.148687
-153.84877,133.89505,-52.45623,22.571964,-18.567932,23.619308,-6.603178,-7.671933,16.28114,-8.028752,-19.097593,-9.422711,-6.804093
-126.15011,122.80064,-56.850178,21.409948,-18.38312,20.862133,-3.8581553,-2.6441386,13.2424345,-8.427294,-21.280804,-7.507339,-5.1941442
-146.32962,93.47258,-66.54387,15.500114,-24.047413,18.941017,-2.755224,12.287142,9.591137,-9.791597,-21.194153,-7.1044683,0.48295105
-155.04817,94.63037,-56.632935,23.169296,-28.48753,4.4645224,-9.78723,17.55002,0.8830209,-11.50241,-21.998272,-8.613261,-2.3451421
-171.39256,117.40046,-32.134804,49.07656,-23.551067,-0.51305336,-15.196011,17.798668,-4.576708,-4.318843,-15.323487,-7.810761,-3.4762683
-262.19095,127.65895,-7.7351837,61.41828,-16.618275,2.6685548,-15.105639,22.29182,-7.940729,-0.61128664,-11.487018,-5.357086,-1.2754316
-418.6293,146.70886,26.180176,33.46637,5.251443,5.1266623,4.0632553,17.68768,5.8627625,-9.309145,-2.7920725,-17.750721,0.6707862
-399.13028,162.1503,30.285107,23.295204,9.659217,6.4281282,4.777379,14.477757,5.7821903,-11.985592,-0.9989791,-26.57901,0.44511932
-399.6583,156.57938,29.979435,28.268482,21.209793,6.0570364,-5.1767282,9.124335,8.931522,-13.5772085,-3.7608075,-29.09378,-1.5285912
-279.0435,140.45375,18.031086,38.54882,8.624775,-14.627179,-21.33558,-7.7537837,13.266115,-16.88785,-15.196777,-15.446686,6.5788364
-211.79747,119.98686,9.618964,29.89256,5.0975933,-11.0412,-20.398342,-15.462743,17.071344,-10.753914,-17.749258,-13.338663,7.886729
-202.02122,107.18044,-11.9326725,7.7413454,-0.37337878,10.5961,-9.818047,-27.451752,20.976109,0.856341,-10.760454,-8.499696,-4.612856
