MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
-654.41473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-613.3561,0.91744983,-6.6595526,13.730898,-7.531153,5.669662,0.2538065,-9.529291,-13.193436,-3.8153086,1.444285,-1.7017581,-1.6541154
-225.85703,12.287033,-8.491076,42.870903,-14.409694,5.5760736,-8.317247,-14.82236,-17.953812,-12.525061,-11.889998,-5.790168,-33.167274
-144.00964,18.221357,-1.299117,49.880325,-15.05978,4.519397,-7.544335,-19.119358,-23.43244,-13.75034,-12.002139,-7.286607,-24.543354
-167.79143,13.8935375,11.705733,57.347805,-25.086685,3.6196268,-10.511879,-23.830788,-24.913986,-13.812362,-6.3999443,-11.671883,-10.590473
-201.24438,-2.3293223,21.21379,64.01887,-55.980927,-22.931091,-33.33091,-24.897852,-22.318787,-17.502361,-15.236643,-23.365473,1.5208786
-212.4539,-0.35503784,22.498072,62.66887,-59.42968,-27.413296,-29.568829,-30.6413,-26.992134,-19.874355,-11.993746,-21.160551,0.043917984
-242.41164,18.923298,35.063934,61.462128,-44.27122,-21.28071,0.9918342,-41.393856,-25.082285,-15.559283,-5.4592104,-21.921778,9.324566
-224.48508,46.72986,8.021531,51.159454,-26.338882,-42.91703,-2.2145138,-38.38372,-23.842823,-11.139859,-6.035111,-22.282906,12.904686
-190.73059,95.48385,-5.6597195,35.10929,-9.56677,-53.764732,-14.061417,-32.72719,-26.19607,-7.897046,-11.70011,-5.657506,7.8147287
-184.67178,119.33162,-17.353222,39.03347,-7.6549196,-40.231873,-25.775105,-19.943014,-26.401821,-4.469435,-16.284975,0.30526918,4.098469
-193.61887,98.85721,-17.08541,46.52647,-22.53491,-17.636976,-27.917397,-21.4549,-22.922691,-6.3105383,-23.374249,-0.23470592,-0.014962465
-227.963,71.57004,-3.641647,48.51719,-38.629936,2.3242671,-21.503225,-29.31591,-25.862167,-9.113155,-31.2011,-8.826849,2.5603604
-241.16873,71.79654,8.828467,57.848152,-58.652172,3.2063417,-17.108976,-33.767105,-33.704235,-5.858771,-18.205254,-14.385464,1.7446551
-209.7793,70.75139,11.467575,62.004227,-50.46009,-11.406311,-9.1839,-36.499752,-37.18861,-8.261241,-15.800984,-15.067381,4.087218
-221.38145,55.984543,27.538685,66.455,-39.515213,-12.007538,-2.9680138,-43.976696,-32.5792,-11.637676,-23.639832,-15.93061,6.6800356
-221.80624,22.745842,69.96556,58.205048,-19.078213,-8.078507,3.0316925,-35.55402,-30.911522,-8.529955,-24.56351,-4.4536166,2.6057634
-232.04623,-23.484163,102.58136,52.257263,3.6580715,-12.78734,7.329992,-18.071388,-27.033375,-15.807867,-17.157185,-11.373122,-3.4530332
-261.3312,-58.938236,87.6528,29.032478,19.060244,-0.2656836,9.657629,-10.718366,-19.605799,-10.654142,-10.735237,-14.042852,-9.483713
-282.78918,-72.8519,52.295242,-7.761768,0.80357784,-13.692779,5.151912,-8.374321,-13.630726,-0.988333,1.7420123,5.570709,-1.015307
-340.91727,-48.95912,44.313007,-14.827966,3.247634,-19.55878,5.9951367,-6.455247,-11.956491,-2.10703,4.6258373,15.805908,2.1962624
-522.2645,-18.578365,35.046505,-3.2033658,14.147749,-5.4947805,8.606396,5.195508,-5.348151,-2.3828065,4.9818444,19.900623,-0.15576726
-386.6652,41.280342,-35.67501,-6.9577217,-1.866542,-0.3448766,-1.5421942,5.0049953,-10.977758,-12.501574,-6.714835,15.765705,6.864915
-317.1631,42.590893,-30.183578,0.296946,-0.6155459,-5.740531,-2.9001899,5.3978467,-10.245647,-15.198808,-7.499627,19.581562,7.9861717
-356.25397,41.3384,-29.22538,4.907638,0.2860285,-14.29763,-6.377509,7.233618,-5.3513756,-13.840318,-6.327789,23.695343,10.454542
-479.19345,36.566734,-44.874596,-2.3497422,0.1818974,-19.6319,-9.503355,14.342417,1.945877,-3.7688885,-7.13455,19.916859,11.049288
